photo_id,title,description,latitude,longitude,views,tags_raw,tags_content,url
52625050715,Streaming,nan,-50.97677,-72.885178,114,"'Chile', 'Puerto Natales', 'Torres del Paine', 'National Park', 'Paine', 'river', 'stream', 'water', 'bf:blogitem=24645', 'bf:iwigfaw=1'","chile, puertonatales, torresdelpaine, nationalpark, paine, river, stream, water, bf:blogitem=24645, bf:iwigfaw=1",https://live.staticflickr.com/65535/52625050715_5dd7a829d9_w.jpg
52869283279,Zorro Culpeo (Lycalopex Culpaeus),"Torres del Paine, Chile, Enero 2023",-51.123406,-73.116117,113,"'Zorro', 'Chile', 'Fauna', 'Faunachilena', 'Patagonia', 'arianna rosso', 'Ariannarossofoto'","zorro, chile, fauna, faunachilena, patagonia, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52869283279_d705677feb_w.jpg
52625052400,Flow,nan,-50.95765,-72.910692,112,"'Chile', 'Puerto Natales', 'Torres del Paine', 'National Park', 'Paine', 'river', 'stream', 'water', 'stones', 'blue', 'bf:blogitem=24645', 'bf:iwigfaw=1'","chile, puertonatales, torresdelpaine, nationalpark, paine, river, stream, water, stones, blue, bf:blogitem=24645, bf:iwigfaw=1",https://live.staticflickr.com/65535/52625052400_7f3f3cc8d2_w.jpg
52625101978,Blue,nan,-50.954078,-72.916084,111,"'Chile', 'Puerto Natales', 'Torres del Paine', 'National Park', 'Paine', 'river', 'stream', 'water', 'brook', 'bf:blogitem=24645', 'bf:iwigfaw=1'","chile, puertonatales, torresdelpaine, nationalpark, paine, river, stream, water, brook, bf:blogitem=24645, bf:iwigfaw=1",https://live.staticflickr.com/65535/52625101978_00e10bf593_w.jpg
52688359761,Base Las Torres. Torres del Paine.,"Región de Magallanes, Chile",-50.942425,-72.948989,109,"'Chile', 'Región de Magallanes', 'Torres del Paine'","chile, regióndemagallanes, torresdelpaine",https://live.staticflickr.com/65535/52688359761_aecfd6f82f_w.jpg
49593257291,Torres del Paine - Chile,February 2020,-51.041109,-72.910092,109,,,https://live.staticflickr.com/65535/49593257291_b29f347593_w.jpg
49695626508,IMG_20200313_131955,French Valley (Patagonia),-50.982778,-73.053612,107,,,https://live.staticflickr.com/65535/49695626508_f32ae19e04_w.jpg
52943557079,20230310-FUJI9759-ON1-GIMP-C1,"Parque Nacional Torres del Paine, Patagonia",-51.188789,-72.970095,107,"'Torres de Paine', 'Magallanes y la Antártica', 'Chile'","torresdepaine, magallanesylaantártica, chile",https://live.staticflickr.com/65535/52943557079_2e3685ba10_w.jpg
52816305776,Parque Nacional Torres del Paine,"Patagonia, Chile, Enero 2023",-50.965431,-72.685273,106,"'Torresdelpaine', 'Paine', 'Patagonia', 'Chile', 'arianna rosso', 'Ariannarossofoto'","torresdelpaine, paine, patagonia, chile, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52816305776_0d459b9efe_w.jpg
52796425882,Cormorán imperial,"Colonia de cormoranes avistada durante la navegación a los glaciares Balmaceda y Serrano, Puerto Natales, Patagonia Chilena, Enero 2023",-51.589078,-72.77942,106,"'Cormoran', 'Cormoranimoeria', 'Chile', 'Patagonia', 'arianna rosso', 'ariannarossofoto.com', 'Ariannarossofoto', 'sony', 'Sonyrx10m4'","cormoran, cormoranimoeria, chile, patagonia, ariannarosso, ariannarossofotocom, ariannarossofoto, sony, sonyrx10m4",https://live.staticflickr.com/65535/52796425882_022133f49f_w.jpg
52942799347,20230310-FUJI9991-ON1-C1,Chile,-50.984992,-72.806209,105,"'Torres de Paine', 'Magallanes y la Antártica', 'Chile'","torresdepaine, magallanesylaantártica, chile",https://live.staticflickr.com/65535/52942799347_11557c9463_w.jpg
52919274463,"Salto grande, Torresdelpaine","Parque Nacional Torres del Paine, Chile, Enero 2023",-50.942498,-72.793206,102,"'Chile', 'Torresdelpaine', 'Saltogrande', 'arianna rosso', 'Ariannarossofoto'","chile, torresdelpaine, saltogrande, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52919274463_1f91d33997_w.jpg
49562757666,Y-290 - Torres del Paine,nan,-51.335834,-72.803612,100,"'Chile', 'Torres del Paine', 'Patagonia', 'Tierra del Fuego'","chile, torresdelpaine, patagonia, tierradelfuego",https://live.staticflickr.com/65535/49562757666_dfc430e29f_w.jpg
52800744842,Glaciar Balmaceda,"Puerto Natales, Chile, Enero 2023",-51.461762,-73.147287,100,"'Glaciar', 'Balmaceda', 'Serrano', 'Puerto', 'Natales', 'Chile', 'Patagonia', 'Ariannarossofoto'","glaciar, balmaceda, serrano, puerto, natales, chile, patagonia, ariannarossofoto",https://live.staticflickr.com/65535/52800744842_aabf887142_w.jpg
52796424782,Cormorán imperial,"Colonia de cormoranes avistada durante la navegación a los glaciares Balmaceda y Serrano, Puerto Natales, Patagonia Chilena, Enero 2023",-51.589059,-72.779539,99,"'Cormoran', 'Cormoranimoeria', 'Chile', 'Patagonia', 'arianna rosso', 'ariannarossofoto.com', 'Ariannarossofoto', 'sony', 'Sonyrx10m4'","cormoran, cormoranimoeria, chile, patagonia, ariannarosso, ariannarossofotocom, ariannarossofoto, sony, sonyrx10m4",https://live.staticflickr.com/65535/52796424782_6095c84b3b_w.jpg
52877122338,Lago y Glaciar Gray,"Parque Nacional Torres del Paine, Patagonia, Chile, Enero 202",-51.000848,-73.176956,98,"'Glaciar', 'Glaciargray', 'Lago', 'Lagogray', 'Torresdelpaine', 'Chile', 'Patagonia', 'Ariannarossofoto', 'arianna rosso'","glaciar, glaciargray, lago, lagogray, torresdelpaine, chile, patagonia, ariannarossofoto, ariannarosso",https://live.staticflickr.com/65535/52877122338_c5c207b7de_w.jpg
53043905401,On the Rocks,"Laguna Serrano Bernardo O'Higgins National Park Patagonia, Chile",-51.417261,-73.10837,98,"'DSLR', 'APS-C', 'Canon EOS Rebel T5i', 'Canon EF-S 18-55mm f/3.5-5.6 IS STM', 'Digital Photo Professional', 'cropped', 'patagonia', 'chile', 'national park', 'ice', 'water', 'trees', 'faved', '2 fav', '3 fav', '50 view', '5 fav'","dslr, apsc, canoneosrebelt5i, canonefs1855mmf3556isstm, digitalphotoprofessional, cropped, patagonia, chile, nationalpark, ice, water, trees, faved, 2fav, 3fav, 50view, 5fav",https://live.staticflickr.com/65535/53043905401_a7564d412c_w.jpg
52860735089,En Ruta,"Parque Nacional Torres del Paine, Patagonia, Chile, Enero 2023",-51.04202,-72.90422,97,"'Patagonia', 'Chile', 'Torresdelpaine', 'Parque', 'Lago', 'Cordillera', 'Andes'","patagonia, chile, torresdelpaine, parque, lago, cordillera, andes",https://live.staticflickr.com/65535/52860735089_63ed2d649f_w.jpg
52697920376,"Glaciar Grey, Torres del Paine","Región de Magallanes, Chile",-50.990742,-73.260209,96,"'Chile', 'Región de Magallanes', 'Torres del Paine'","chile, regióndemagallanes, torresdelpaine",https://live.staticflickr.com/65535/52697920376_7ba2787081_w.jpg
52689347400,"Cueva del Milodón, Puerto Natales","Región de Magallanes, Chile",-51.56525,-72.619934,95,"'Región de Magallanes', 'Chile', 'Puerto Natales'","regióndemagallanes, chile, puertonatales",https://live.staticflickr.com/65535/52689347400_d0b407b84c_w.jpg
52921390126,"Parque Nacional Torres del Paine, Chile, Enero 2023",nan,-51.058803,-73.010392,94,"'Paine', 'Torresdelpaine', 'Patagonia', 'Chile', 'Patagoniachile', 'ariannarossofoto.com', 'arianna rosso', 'Ariannarossofoto'","paine, torresdelpaine, patagonia, chile, patagoniachile, ariannarossofotocom, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52921390126_425d4db85d_w.jpg
52797441248,Cormorán imperial,"Colonia de cormoranes avistada durante la navegación a los glaciares Balmaceda y Serrano, Puerto Natales, Patagonia Chilena, Enero 2023",-51.589037,-72.776228,92,"'Cormoran', 'Cormoranimoeria', 'Chile', 'Patagonia', 'arianna rosso', 'ariannarossofoto.com', 'Ariannarossofoto', 'sony', 'Sonyrx10m4'","cormoran, cormoranimoeria, chile, patagonia, ariannarosso, ariannarossofotocom, ariannarossofoto, sony, sonyrx10m4",https://live.staticflickr.com/65535/52797441248_f92c1d9fc7_w.jpg
52921776825,"Parque Nacional Torres del Paine, Chile, Enero 2023",nan,-51.051256,-73.011131,92,"'Paine', 'Torresdelpaine', 'Patagonia', 'Chile', 'Patagoniachile', 'ariannarossofoto.com', 'arianna rosso', 'Ariannarossofoto'","paine, torresdelpaine, patagonia, chile, patagoniachile, ariannarossofotocom, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52921776825_26401cedf5_w.jpg
49362133863,Patagonien,nan,-51.110948,-73.115914,92,"'Torres del Paine', 'Clima Change', 'Klimawandel', 'Grey Gletscher', 'Glacier Grey', 'Gletscher Schmelze', 'Glaciar Grey', 'Lago Grey', 'Chile', 'Patagonia', 'Patagonien', 'Südamerika', 'Southamerica'","torresdelpaine, climachange, klimawandel, greygletscher, glaciergrey, gletscherschmelze, glaciargrey, lagogrey, chile, patagonia, patagonien, südamerika, southamerica",https://live.staticflickr.com/65535/49362133863_9154ee1ba6_w.jpg
52920810127,"Parque Nacional Torres del Paine, Chile, Enero 2023",nan,-51.05882,-73.0104,89,"'Paine', 'Torresdelpaine', 'Patagonia', 'Chile', 'Patagoniachile', 'ariannarossofoto.com', 'arianna rosso', 'Ariannarossofoto'","paine, torresdelpaine, patagonia, chile, patagoniachile, ariannarossofotocom, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52920810127_ec6896a161_w.jpg
52801753653,Glaciar Balmaceda,"Puerto Natales, Chile, Enero 2023",-51.474275,-73.110464,87,"'Glaciar', 'Balmaceda', 'Serrano', 'Puerto', 'Natales', 'Chile', 'Patagonia', 'Ariannarossofoto'","glaciar, balmaceda, serrano, puerto, natales, chile, patagonia, ariannarossofoto",https://live.staticflickr.com/65535/52801753653_c3562061b1_w.jpg
52563264368,"Austral Negrito, Rio Serrano, Torres del Paine National Park, Southern Patagonia, Chile","Austral Negrito (Female).  We saw lots of these birds around the hotel grounds but no-one, including the guides, seemed to know what they were called.",-51.23313,-72.982435,86,"'Rio Serrano', 'Southern Patagonia', 'Torres del Paine', 'National Park', 'Chile', 'Austral Negrito', 'Female'","rioserrano, southernpatagonia, torresdelpaine, nationalpark, chile, australnegrito, female",https://live.staticflickr.com/65535/52563264368_4e27f4927a_w.jpg
49562556238,Torres del Paine,Torres del Paine,-51.008612,-72.591389,85,"'Chile', 'Patagonia', 'Tierra del Fuego', 'Torres del Paine'","chile, patagonia, tierradelfuego, torresdelpaine",https://live.staticflickr.com/65535/49562556238_212379ce68_w.jpg
49562556238,Torres del Paine,Torres del Paine,-51.008612,-72.591389,85,"'Chile', 'Patagonia', 'Tierra del Fuego', 'Torres del Paine'","chile, patagonia, tierradelfuego, torresdelpaine",https://live.staticflickr.com/65535/49562556238_212379ce68_w.jpg
52686969252,Trekking a Base Las Torres: De Hotel Las Torres a Refugio Chileno. Parque Nacional Torres del Paine.,"Región de Magallanes, Chile",-50.976617,-72.88492,85,"'Chile', 'Región de Magallanes', 'Torres del Paine'","chile, regióndemagallanes, torresdelpaine",https://live.staticflickr.com/65535/52686969252_798cd69de7_w.jpg
52731618712,Blue Ice!,"Grey Lake, Torres del Paine National Park, Chile. PC071347a",-51.121796,-73.116313,84,"'Chile', 'KE Adventure', 'South', 'America', 'Patagonia', 'snow-capped', 'mountains', 'Torres', 'del', 'Paine', 'National', 'Park', 'Grey', 'Lake', 'glacier', 'blue', 'ice', 'Lago', 'Gris'","chile, keadventure, south, america, patagonia, snowcapped, mountains, torres, del, paine, national, park, grey, lake, glacier, blue, ice, lago, gris",https://live.staticflickr.com/65535/52731618712_5320521f57_w.jpg
52823706026,Subiendo a Base Torres,"Parque Nacional Torres del Paine, Patagonia, Cjile, Enero 2023",-50.942675,-72.948345,84,"'Torresdelpaine', 'Parquenacional', 'Chile', 'Patagonia', 'Ariannarossofoto', 'arianna rosso'","torresdelpaine, parquenacional, chile, patagonia, ariannarossofoto, ariannarosso",https://live.staticflickr.com/65535/52823706026_07269d293d_w.jpg
52731618712,Blue Ice!,"Grey Lake, Torres del Paine National Park, Chile. PC071347a",-51.121796,-73.116313,84,"'Chile', 'KE Adventure', 'South', 'America', 'Patagonia', 'snow-capped', 'mountains', 'Torres', 'del', 'Paine', 'National', 'Park', 'Grey', 'Lake', 'glacier', 'blue', 'ice', 'Lago', 'Gris'","chile, keadventure, south, america, patagonia, snowcapped, mountains, torres, del, paine, national, park, grey, lake, glacier, blue, ice, lago, gris",https://live.staticflickr.com/65535/52731618712_5320521f57_w.jpg
52703510714,"Glaciar Grey, Torres del Paine","Región de Magallanes, Chile",-50.998673,-73.237075,83,"'Chile', 'Región de Magallanes', 'Torres del Paine'","chile, regióndemagallanes, torresdelpaine",https://live.staticflickr.com/65535/52703510714_cc32afb9f7_w.jpg
52920808662,"Parque Nacional Torres del Paine, Chile, Enero 2023",nan,-51.067573,-73.005556,82,"'Paine', 'Torresdelpaine', 'Patagonia', 'Chile', 'Patagoniachile', 'ariannarossofoto.com', 'arianna rosso', 'Ariannarossofoto'","paine, torresdelpaine, patagonia, chile, patagoniachile, ariannarossofotocom, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52920808662_75c323d0c0_w.jpg
52907948266,Laguna amarga,"Parque Nacional Torres del Paine, Chile, Enero 2023        ",-50.977112,-72.737664,81,"'Torresdelpaine', 'Patagonia', 'Chil', 'Ariannarosso', 'Ariannarossofoto'","torresdelpaine, patagonia, chil, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52907948266_78c248f017_w.jpg
51860277540,"Refugio Vértice Paine Grande, Torres del Paine National Park, Patagonia, Chile",nan,-51.072476,-73.094825,81,,,https://live.staticflickr.com/65535/51860277540_71b06b3c43_w.jpg
52920810417,"Parque Nacional Torres del Paine, Chile, Enero 2023",nan,-51.057942,-73.010492,81,"'Paine', 'Torresdelpaine', 'Patagonia', 'Chile', 'Patagoniachile', 'ariannarossofoto.com', 'arianna rosso', 'Ariannarossofoto'","paine, torresdelpaine, patagonia, chile, patagoniachile, ariannarossofotocom, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52920810417_9ffd1b8de4_w.jpg
51864376880,IMG_1893,nan,-50.990967,-73.054803,80,,,https://live.staticflickr.com/65535/51864376880_a4913a4403_w.jpg
49563043311,Ruta CH-9,Ruta CH-9,-51.421112,-72.467223,80,"'Chile', 'Patagonia', 'Tierra del Fuego', 'Torres del Paine'","chile, patagonia, tierradelfuego, torresdelpaine",https://live.staticflickr.com/65535/49563043311_c86e55c260_w.jpg
51859645221,"Base De Las Torres, Torres del Paine National Park, Patagonia, Chile",nan,-50.942887,-72.949845,79,,,https://live.staticflickr.com/65535/51859645221_0b76df5f2a_w.jpg
51864376160,IMG_E0873,nan,-51.002198,-73.182603,79,,,https://live.staticflickr.com/65535/51864376160_64dc2091b9_w.jpg
49563277837,Torres del Paine,Torres del Paine,-51.008612,-72.591389,79,"'Chile', 'Patagonia', 'Tierra del Fuego', 'Torres del Paine'","chile, patagonia, tierradelfuego, torresdelpaine",https://live.staticflickr.com/65535/49563277837_ca2340d1c4_w.jpg
52919273653,"Salto grande, Torresdelpaine","Parque Nacional Torres del Paine, Chile, Enero 2023",-50.943378,-72.791962,79,"'Chile', 'Torresdelpaine', 'Saltogrande', 'arianna rosso', 'Ariannarossofoto'","chile, torresdelpaine, saltogrande, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52919273653_d31d6ee4dd_w.jpg
52921843998,"Parque Nacional Torres del Paine, Chile, Enero 2023",nan,-51.060323,-73.009195,79,"'Paine', 'Torresdelpaine', 'Patagonia', 'Chile', 'Patagoniachile', 'ariannarossofoto.com', 'arianna rosso', 'Ariannarossofoto'","paine, torresdelpaine, patagonia, chile, patagoniachile, ariannarossofotocom, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52921843998_030f53c3ab_w.jpg
49563278797,Torres del Paine,Torres del Paine,-51.008612,-72.591389,78,"'Chile', 'Patagonia', 'Tierra del Fuego', 'Torres del Paine'","chile, patagonia, tierradelfuego, torresdelpaine",https://live.staticflickr.com/65535/49563278797_83366434ff_w.jpg
51863802548,IMG_E0355,nan,-50.979756,-72.799806,77,,,https://live.staticflickr.com/65535/51863802548_2506824d5d_w.jpg
52921548169,"Parque Nacional Torres del Paine, Chile, Enero 2023",nan,-51.093509,-72.986353,76,"'Paine', 'Torresdelpaine', 'Patagonia', 'Chile', 'Patagoniachile', 'ariannarossofoto.com', 'arianna rosso', 'Ariannarossofoto'","paine, torresdelpaine, patagonia, chile, patagoniachile, ariannarossofotocom, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52921548169_4279032db1_w.jpg
49659971651,212-DSCF1715,Już w Torres del Paine 0 intruzje w skałach wapiennych,-50.965584,-72.871017,76,,,https://live.staticflickr.com/65535/49659971651_3bc76ba40a_w.jpg
52823705441,Subiendo a Base Torres,"Parque Nacional Torres del Paine, Patagonia, Cjile, Enero 2023",-50.942759,-72.949912,76,"'Torresdelpaine', 'Parquenacional', 'Chile', 'Patagonia', 'Ariannarossofoto', 'arianna rosso'","torresdelpaine, parquenacional, chile, patagonia, ariannarossofoto, ariannarosso",https://live.staticflickr.com/65535/52823705441_94bccb746a_w.jpg
49562554343,Torres del Paine,Torres del Paine,-51.008612,-72.591389,75,"'Chile', 'Patagonia', 'Tierra del Fuego', 'Torres del Paine'","chile, patagonia, tierradelfuego, torresdelpaine",https://live.staticflickr.com/65535/49562554343_0a5e562e66_w.jpg
49562554343,Torres del Paine,Torres del Paine,-51.008612,-72.591389,75,"'Chile', 'Patagonia', 'Tierra del Fuego', 'Torres del Paine'","chile, patagonia, tierradelfuego, torresdelpaine",https://live.staticflickr.com/65535/49562554343_0a5e562e66_w.jpg
51858696312,"Base De Las Torres, Torres del Paine National Park, Patagonia, Chile",nan,-50.943573,-72.950601,75,,,https://live.staticflickr.com/65535/51858696312_6c48aaea85_w.jpg
49660251442,211-DSCF1703 (2),Boczna droga do Puerto Natales,-51.613253,-72.529573,75,,,https://live.staticflickr.com/65535/49660251442_ab8da97fb1_w.jpg
51859650006,"Base De Las Torres, Torres del Paine National Park, Patagonia, Chile",nan,-50.943581,-72.95057,75,,,https://live.staticflickr.com/65535/51859650006_3b96a19daf_w.jpg
52688767717,"El ovejero, camino a Torres del Paine en la Patagonia.","Región de Magallanes, Chile",-51.459287,-72.481628,74,"'Chile', 'Región de Magallanes', 'Torres del Paine'","chile, regióndemagallanes, torresdelpaine",https://live.staticflickr.com/65535/52688767717_33a58f21e4_w.jpg
52921547429,"Parque Nacional Torres del Paine, Chile, Enero 2023",nan,-51.093567,-72.986314,74,"'Paine', 'Torresdelpaine', 'Patagonia', 'Chile', 'Patagoniachile', 'ariannarossofoto.com', 'arianna rosso', 'Ariannarossofoto'","paine, torresdelpaine, patagonia, chile, patagoniachile, ariannarossofotocom, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52921547429_6cb6c6c01e_w.jpg
52921548614,Pareja de patos Quetru volador,"Parque Nacional Torres del Paine, Chile, Enero 2023",-50.97355,-72.873889,73,"'Paine', 'Torresdelpaine', 'Patagonia', 'Chile', 'Patagoniachile', 'ariannarossofoto.com', 'arianna rosso', 'Ariannarossofoto'","paine, torresdelpaine, patagonia, chile, patagoniachile, ariannarossofotocom, ariannarosso, ariannarossofoto",https://live.staticflickr.com/65535/52921548614_c478b15a7c_w.jpg
49382400401,IMG_1253,Torre Del Paine: Day 1,-50.943345,-72.950225,73,,,https://live.staticflickr.com/65535/49382400401_3af668db59_w.jpg
52801752868,Navegación Glaciares Balmaceda y Serrano,"Puerto Natales, Chile, Enero 2023",-51.491653,-73.000664,73,"'Glaciar', 'Balmaceda', 'Serrano', 'Puerto', 'Natales', 'Chile', 'Patagonia', 'Ariannarossofoto'","glaciar, balmaceda, serrano, puerto, natales, chile, patagonia, ariannarossofoto",https://live.staticflickr.com/65535/52801752868_b060fa3b1f_w.jpg
52801705860,Navegación Glaciares Balmaceda y Serrano,"Puerto Natales, Chile, Enero 2023",-51.491537,-73.000931,73,"'Glaciar', 'Balmaceda', 'Serrano', 'Puerto', 'Natales', 'Chile', 'Patagonia', 'Ariannarossofoto'","glaciar, balmaceda, serrano, puerto, natales, chile, patagonia, ariannarossofoto",https://live.staticflickr.com/65535/52801705860_2472c2de6a_w.jpg
52694220331,"Mirador Lago Nordenskjöld, Torres del Paine","Región de Magallanes, Chile",-51.043148,-72.931862,73,"'Chile', 'Región de Magallanes', 'Torres del Paine'","chile, regióndemagallanes, torresdelpaine",https://live.staticflickr.com/65535/52694220331_9a84217556_w.jpg
49563761192,Torres del Paine,Torres del Paine,-51.249167,-72.886945,72,"'Chile', 'Torres del Paine', 'Patagonia', 'Tierra del Fuego'","chile, torresdelpaine, patagonia, tierradelfuego",https://live.staticflickr.com/65535/49563761192_469ef829a9_w.jpg
51860660106,TorresDelPaine_10,nan,-51.024178,-72.965409,72,"'Chile', 'Torres', 'Del', 'Paine'","chile, torres, del, paine",https://live.staticflickr.com/65535/51860660106_2d63019ca9_w.jpg
